,datetime,machineID,volt,rotate,pressure,vibration,failure,failure_binary,id_falla
1518,2015-03-05 12:00:00,1,180.387986396305,454.796762021222,99.6633553898472,36.5398926719869,0,0,1
1519,2015-03-05 13:00:00,1,186.207702606144,354.540119603698,89.460395106392,38.0020092238336,0,0,1
1520,2015-03-05 14:00:00,1,187.977560901663,375.47371906191,106.178871625802,48.0551575681457,0,0,1
1521,2015-03-05 15:00:00,1,216.930339875707,417.763908986777,97.7192135102301,44.6379935040255,0,0,1
1522,2015-03-05 16:00:00,1,190.575950760535,389.704725767193,115.333168668978,40.0977288490056,0,0,1
1523,2015-03-05 17:00:00,1,196.194974333351,488.903286612059,96.5003521201306,32.1460592478268,0,0,1
1524,2015-03-05 18:00:00,1,200.493581844505,450.671403384394,115.51142663332,35.8980639240112,0,0,1
1525,2015-03-05 19:00:00,1,200.346864168642,470.923753457158,104.956786490979,31.6493189702032,0,0,1
1526,2015-03-05 20:00:00,1,164.934108020622,414.566359935974,103.347938000834,46.760797789738,0,0,1
1527,2015-03-05 21:00:00,1,201.100724612839,527.416299721967,111.596793787194,33.0324154882637,0,0,1
1528,2015-03-05 22:00:00,1,176.138126513294,432.287980513161,110.889475786878,36.9852076489206,0,0,1
1529,2015-03-05 23:00:00,1,189.524671400335,396.440754191571,87.36214664991,48.8998142385129,0,0,1
1530,2015-03-06 00:00:00,1,161.083105277197,445.471494790325,85.9657974265833,40.5006439719973,0,0,1
1531,2015-03-06 01:00:00,1,193.214545445175,375.552596239991,110.518811529053,46.652150153386,0,0,1
1532,2015-03-06 02:00:00,1,174.924417017396,498.280325263202,102.986112011373,32.8715716857439,0,0,1
1533,2015-03-06 03:00:00,1,157.315697615653,489.443114765587,101.860898721494,29.9810667607006,0,0,1
1534,2015-03-06 04:00:00,1,164.911763041676,405.960107420377,90.6338943568358,41.5634200599793,1,1,1
2591,2015-04-19 05:00:00,1,175.66350371602,394.878046261205,94.4916057089205,44.1337746749783,0,0,2
2592,2015-04-19 06:00:00,1,156.765378707218,380.849888989105,94.3549975724982,37.4360590505033,0,0,2
2593,2015-04-19 07:00:00,1,161.897329626869,297.42992101107,99.7657390086072,44.5257740867992,0,0,2
2594,2015-04-19 08:00:00,1,162.595660695728,441.802193804561,88.1873968299732,50.8776343697717,0,0,2
2595,2015-04-19 09:00:00,1,185.120292144332,489.502527102162,115.224994123196,43.713187729487,0,0,2
2596,2015-04-19 10:00:00,1,161.049660610682,362.248123978909,108.425979833793,43.3564007651068,0,0,2
2597,2015-04-19 11:00:00,1,152.574800081877,392.923648353225,112.858469174526,35.433689176175,0,0,2
2598,2015-04-19 12:00:00,1,177.570317512605,448.708698985213,105.271262982428,30.0938075676357,0,0,2
2599,2015-04-19 13:00:00,1,182.932708327667,397.649157827526,121.802700680884,41.6585848418758,0,0,2
2600,2015-04-19 14:00:00,1,201.731995216269,309.285680407892,79.5525973934549,34.5071614022842,0,0,2
2601,2015-04-19 15:00:00,1,182.149649740748,321.467510552893,90.453359853131,41.0441776440081,0,0,2
2602,2015-04-19 16:00:00,1,169.869269983479,215.619476203137,100.63785590033,40.0918126570707,0,0,2
2603,2015-04-19 17:00:00,1,172.423575193185,368.425843148433,95.9224404063624,35.1026949769044,0,0,2
2604,2015-04-19 18:00:00,1,156.259513325113,445.344391923595,104.143208772985,34.6363598758534,0,0,2
2605,2015-04-19 19:00:00,1,203.104007374189,441.484924661142,99.2377460769365,40.5910059725275,0,0,2
2606,2015-04-19 20:00:00,1,158.320905682718,358.166549472742,96.8284440672192,41.2101767262923,0,0,2
2607,2015-04-19 21:00:00,1,171.892355404414,424.657539883767,97.7232986226543,40.8003236704402,0,0,2
2608,2015-04-19 22:00:00,1,181.540831736001,329.296180614948,105.861607102939,39.8852729592515,0,0,2
2609,2015-04-19 23:00:00,1,146.713080277621,414.916652550112,119.780276306202,41.9003016857067,0,0,2
2610,2015-04-20 00:00:00,1,184.420366550772,344.47951804847,90.3177073560975,45.5128830342105,0,0,2
2611,2015-04-20 01:00:00,1,174.59132589956,308.184591748929,107.862708611346,38.9463434385091,0,0,2
2612,2015-04-20 02:00:00,1,167.747648901999,361.786769800075,112.083405034208,37.9452468818778,0,0,2
2613,2015-04-20 03:00:00,1,176.969553001068,357.882078956915,94.7213214157243,41.4879746699015,0,0,2
2614,2015-04-20 04:00:00,1,162.937931139509,379.240589295335,104.77302324019,33.6100740521397,0,0,2
2615,2015-04-20 05:00:00,1,136.116842252808,406.167871514143,104.023805320142,45.8112981581857,2,1,2
4028,2015-06-18 02:00:00,1,166.000357645512,438.019126301808,80.6300550102778,46.0691422752597,0,0,3
4029,2015-06-18 03:00:00,1,173.019589696964,479.645863791526,105.350711038827,51.0630408100589,0,0,3
4030,2015-06-18 04:00:00,1,161.949396945829,529.831192161437,96.3975651824525,54.3030639697111,0,0,3
4031,2015-06-18 05:00:00,1,182.71341519403,456.214843227752,98.8706898022329,53.2784112545038,0,0,3
4032,2015-06-18 06:00:00,1,167.428048478465,443.082952210275,96.9681447304953,51.1055832536177,0,0,3
4033,2015-06-18 07:00:00,1,142.165190574971,500.85290591106,96.7808952273791,52.2872375929699,0,0,3
4034,2015-06-18 08:00:00,1,198.380678892072,417.834555386904,110.190707065633,55.8840001906161,0,0,3
4035,2015-06-18 09:00:00,1,190.152140656258,474.03168993256,91.0503355598357,41.9841173151502,0,0,3
4036,2015-06-18 10:00:00,1,197.240366516135,387.342414243442,105.660885483589,49.3451273155174,0,0,3
4037,2015-06-18 11:00:00,1,184.681383562975,463.357709148287,94.8663148534981,40.7470289253775,0,0,3
4038,2015-06-18 12:00:00,1,143.32085434405,402.86460121652,105.709043013,39.92773747226,0,0,3
4039,2015-06-18 13:00:00,1,169.182525379989,435.177704947727,87.4590212970562,44.1717650213665,0,0,3
4040,2015-06-18 14:00:00,1,178.305492044006,463.301248344791,86.3510780997597,45.0546024786026,0,0,3
4041,2015-06-18 15:00:00,1,176.531054328076,430.523433603697,107.166360003178,47.7626318288856,0,0,3
4042,2015-06-18 16:00:00,1,180.957235682273,442.629230071886,112.210067865077,47.6091850628774,0,0,3
4043,2015-06-18 17:00:00,1,178.274360513042,408.749780808461,136.553131008533,57.504010828224,0,0,3
4044,2015-06-18 18:00:00,1,142.194697087121,590.323103537434,102.581483966435,49.9375238628804,0,0,3
4045,2015-06-18 19:00:00,1,169.116733730821,437.59920712385,96.9111207527517,43.4670255117823,0,0,3
4046,2015-06-18 20:00:00,1,165.243953865428,532.419182855941,106.431073072223,39.0654623393881,0,0,3
4047,2015-06-18 21:00:00,1,171.499273539511,432.857173825721,103.02074897034,49.2207555654021,0,0,3
4048,2015-06-18 22:00:00,1,147.914393680531,491.996605969086,106.613699691169,47.2027620093792,0,0,3
4049,2015-06-18 23:00:00,1,167.160879937191,435.781250615259,94.9308873518624,50.9864590507085,0,0,3
4050,2015-06-19 00:00:00,1,179.542957915741,484.975256120407,103.319618045708,45.0743400038079,0,0,3
4051,2015-06-19 01:00:00,1,159.988324496525,427.759023632784,100.319242258851,47.3772284937873,0,0,3
4052,2015-06-19 02:00:00,1,160.666941580845,542.376702225796,97.214002401701,41.3111110673188,4,1,3
5828,2015-09-01 02:00:00,1,152.383033828487,429.685897439026,107.60182782481,50.688080318168,0,0,4
5829,2015-09-01 03:00:00,1,177.121457834796,408.789216193066,105.299479703317,49.6580342299323,0,0,4
5830,2015-09-01 04:00:00,1,154.986127408509,413.381546140872,104.858262794086,45.2365386038679,0,0,4
5831,2015-09-01 05:00:00,1,183.61872088624,415.264853290433,95.3551738621229,44.9577674557946,0,0,4
5832,2015-09-01 06:00:00,1,188.464712720092,433.273532510951,121.728618625085,46.1927631947728,0,0,4
5833,2015-09-01 07:00:00,1,164.212310239445,454.583014575196,75.9596310684883,46.5140534676583,0,0,4
5834,2015-09-01 08:00:00,1,183.120335434503,434.937060617875,86.6995294417736,41.3139964930352,0,0,4
5835,2015-09-01 09:00:00,1,170.535443312797,345.711420266208,93.3337208479338,51.3224091886416,0,0,4
5836,2015-09-01 10:00:00,1,138.740243901341,491.19606538608,95.9245938670208,49.23482599818,0,0,4
5837,2015-09-01 11:00:00,1,174.003196538931,482.179168972081,94.7713404183767,54.0325074504855,0,0,4
5838,2015-09-01 12:00:00,1,156.235239154923,483.84353313364,86.8731868202689,60.1217137564367,0,0,4
5839,2015-09-01 13:00:00,1,153.867217760798,440.681108773394,104.300940509521,59.0723335623966,0,0,4
5840,2015-09-01 14:00:00,1,190.398491897822,521.072820700069,119.876469959242,54.3322811663128,0,0,4
5841,2015-09-01 15:00:00,1,167.056195890158,486.584181686514,92.7239784125687,54.5897385966979,0,0,4
5842,2015-09-01 16:00:00,1,196.427450193784,440.634517913306,115.131182432153,67.4090293997382,0,0,4
5843,2015-09-01 17:00:00,1,162.635071649877,382.499745647608,95.669555171429,59.2733666742947,0,0,4
5844,2015-09-01 18:00:00,1,167.07108726987,506.530503645777,94.5145036207564,62.7824528306226,0,0,4
5845,2015-09-01 19:00:00,1,169.108044734972,390.488245304188,101.168094375951,66.0710836707144,0,0,4
5846,2015-09-01 20:00:00,1,162.926562253548,522.264401346775,90.1532846736481,61.4269526308522,0,0,4
5847,2015-09-01 21:00:00,1,161.601741617911,436.007029217159,90.6471824272288,63.2519445788485,0,0,4
5848,2015-09-01 22:00:00,1,176.517110479243,401.772364996756,84.1751803456977,67.6334347973996,0,0,4
5849,2015-09-01 23:00:00,1,154.428051327949,465.161705510432,88.5592435275751,56.9906465432978,0,0,4
5850,2015-09-02 00:00:00,1,184.83806796038,442.505206248186,77.7316465090309,58.2190334798922,0,0,4
5851,2015-09-02 01:00:00,1,140.500253546122,464.28179275126,103.194076670714,59.6533739629987,0,0,4
5852,2015-09-02 02:00:00,1,151.256357698437,368.153404760365,93.3781733949696,62.0169804314585,4,1,4
8368,2015-03-18 04:00:00,2,174.788266235556,348.927513090903,99.2541081049392,44.0843480623288,0,0,5
8369,2015-03-18 05:00:00,2,194.170765291413,335.065946491431,87.9341062296112,40.7284544481035,0,0,5
8370,2015-03-18 06:00:00,2,168.448449715156,358.743486912112,89.5734905091956,34.8482725382813,0,0,5
8371,2015-03-18 07:00:00,2,169.265636835589,310.368038820977,98.8976774113229,39.2466410710771,0,0,5
8372,2015-03-18 08:00:00,2,188.700483650729,478.451949848977,93.1856136655262,40.8637100568337,0,0,5
8373,2015-03-18 09:00:00,2,200.345949451406,326.882538808046,100.678338865024,44.880919349243,0,0,5
8374,2015-03-18 10:00:00,2,199.889984999348,349.586635421448,99.8809722800073,42.5225634307925,0,0,5
8375,2015-03-18 11:00:00,2,215.579383591077,346.27617644553,103.535227109749,44.0560290153869,0,0,5
8376,2015-03-18 12:00:00,2,193.063074989411,285.292464613466,99.5314860281005,31.1146434608967,0,0,5
8377,2015-03-18 13:00:00,2,191.809899076929,457.162657697154,83.2190866573366,31.8881412195152,0,0,5
8378,2015-03-18 14:00:00,2,197.352158956748,322.352297035934,114.064885635427,36.093046291349,0,0,5
8379,2015-03-18 15:00:00,2,212.841343674557,333.299457375232,89.2644600150435,48.063644574229,0,0,5
8380,2015-03-18 16:00:00,2,192.584580126756,442.743565739813,90.2434078774907,36.9501842048886,0,0,5
8381,2015-03-18 17:00:00,2,188.313423262823,284.233536415479,77.4873376493135,37.6289852860862,0,0,5
8382,2015-03-18 18:00:00,2,215.972031191999,497.146638500308,86.7447584432848,43.3191872470681,0,0,5
8383,2015-03-18 19:00:00,2,193.85085525227,305.955951807343,97.1785490467332,42.1762486354991,0,0,5
8384,2015-03-18 20:00:00,2,163.239140904349,444.502862044524,102.837248084599,38.3479163943389,0,0,5
8385,2015-03-18 21:00:00,2,183.588731490511,314.237986371923,117.274331411803,45.9153891684706,0,0,5
8386,2015-03-18 22:00:00,2,187.918379169383,340.238141924079,99.5405737176481,44.1009310702599,0,0,5
8387,2015-03-18 23:00:00,2,202.92351539158,469.664355902834,88.8371581907268,34.7943333521057,0,0,5
8388,2015-03-19 00:00:00,2,194.890052011423,257.891638227022,103.58906856058,31.7200522572847,0,0,5
8389,2015-03-19 01:00:00,2,191.720613838608,422.990671821373,113.247749940411,40.624933475156,0,0,5
8390,2015-03-19 02:00:00,2,195.202817442404,412.424295537762,91.3420342506712,30.857903625592,0,0,5
8391,2015-03-19 03:00:00,2,163.674461774283,360.224007737096,119.943141216263,39.1505571872069,0,0,5
8392,2015-03-19 04:00:00,2,164.984284947314,410.609817021985,100.753127531784,33.5154033343292,1,1,5
8369,2015-03-18 05:00:00,2,194.170765291413,335.065946491431,87.9341062296112,40.7284544481035,0,0,6
8370,2015-03-18 06:00:00,2,168.448449715156,358.743486912112,89.5734905091956,34.8482725382813,0,0,6
8371,2015-03-18 07:00:00,2,169.265636835589,310.368038820977,98.8976774113229,39.2466410710771,0,0,6
8372,2015-03-18 08:00:00,2,188.700483650729,478.451949848977,93.1856136655262,40.8637100568337,0,0,6
8373,2015-03-18 09:00:00,2,200.345949451406,326.882538808046,100.678338865024,44.880919349243,0,0,6
8374,2015-03-18 10:00:00,2,199.889984999348,349.586635421448,99.8809722800073,42.5225634307925,0,0,6
8375,2015-03-18 11:00:00,2,215.579383591077,346.27617644553,103.535227109749,44.0560290153869,0,0,6
8376,2015-03-18 12:00:00,2,193.063074989411,285.292464613466,99.5314860281005,31.1146434608967,0,0,6
8377,2015-03-18 13:00:00,2,191.809899076929,457.162657697154,83.2190866573366,31.8881412195152,0,0,6
8378,2015-03-18 14:00:00,2,197.352158956748,322.352297035934,114.064885635427,36.093046291349,0,0,6
8379,2015-03-18 15:00:00,2,212.841343674557,333.299457375232,89.2644600150435,48.063644574229,0,0,6
8380,2015-03-18 16:00:00,2,192.584580126756,442.743565739813,90.2434078774907,36.9501842048886,0,0,6
8381,2015-03-18 17:00:00,2,188.313423262823,284.233536415479,77.4873376493135,37.6289852860862,0,0,6
8382,2015-03-18 18:00:00,2,215.972031191999,497.146638500308,86.7447584432848,43.3191872470681,0,0,6
8383,2015-03-18 19:00:00,2,193.85085525227,305.955951807343,97.1785490467332,42.1762486354991,0,0,6
8384,2015-03-18 20:00:00,2,163.239140904349,444.502862044524,102.837248084599,38.3479163943389,0,0,6
8385,2015-03-18 21:00:00,2,183.588731490511,314.237986371923,117.274331411803,45.9153891684706,0,0,6
8386,2015-03-18 22:00:00,2,187.918379169383,340.238141924079,99.5405737176481,44.1009310702599,0,0,6
8387,2015-03-18 23:00:00,2,202.92351539158,469.664355902834,88.8371581907268,34.7943333521057,0,0,6
8388,2015-03-19 00:00:00,2,194.890052011423,257.891638227022,103.58906856058,31.7200522572847,0,0,6
8389,2015-03-19 01:00:00,2,191.720613838608,422.990671821373,113.247749940411,40.624933475156,0,0,6
8390,2015-03-19 02:00:00,2,195.202817442404,412.424295537762,91.3420342506712,30.857903625592,0,0,6
8391,2015-03-19 03:00:00,2,163.674461774283,360.224007737096,119.943141216263,39.1505571872069,0,0,6
8392,2015-03-19 04:00:00,2,164.984284947314,410.609817021985,100.753127531784,33.5154033343292,0,0,6
8393,2015-03-19 05:00:00,2,205.275427905855,362.153175675405,108.623106487313,47.7113737781357,2,1,6
9089,2015-04-17 04:00:00,2,166.154213100702,370.421091994705,85.9400281034815,54.0104268170848,0,0,7
9090,2015-04-17 05:00:00,2,160.998360836691,379.28121070304,100.472219877477,51.453612146743,0,0,7
9091,2015-04-17 06:00:00,2,170.717683591635,333.297871397941,90.3760268207886,43.135056750943,0,0,7
9092,2015-04-17 07:00:00,2,161.347646064315,298.747118039095,81.1777169399695,50.0286920632871,0,0,7
9093,2015-04-17 08:00:00,2,177.264996881664,323.904796180219,102.412935871873,50.9608078484383,0,0,7
9094,2015-04-17 09:00:00,2,145.890612374647,410.709377964055,108.161154443771,52.1627328234414,0,0,7
9095,2015-04-17 10:00:00,2,162.664526679985,419.974118556975,103.664045101963,56.2395076023545,0,0,7
9096,2015-04-17 11:00:00,2,188.24641363746,446.729269566766,107.90168710589,44.0208688911388,0,0,7
9097,2015-04-17 12:00:00,2,188.198808009686,344.72575351243,96.3481873373479,53.3930746298882,0,0,7
9098,2015-04-17 13:00:00,2,160.832482716352,362.600625161574,112.124426120331,56.0749895918784,0,0,7
9099,2015-04-17 14:00:00,2,169.347445262908,337.80928730496,100.373440476828,52.951857969645,0,0,7
9100,2015-04-17 15:00:00,2,174.954041730376,339.505084021131,106.653078870551,40.5087415616802,0,0,7
9101,2015-04-17 16:00:00,2,179.889421198931,411.952773403863,89.5277949768696,38.5751821953355,0,0,7
9102,2015-04-17 17:00:00,2,142.680444113605,311.316683493769,100.649070695754,38.6973639168509,0,0,7
9103,2015-04-17 18:00:00,2,160.265354093393,369.686560603532,100.30622517785,51.2086620686636,0,0,7
9104,2015-04-17 19:00:00,2,213.008894038738,350.862752154159,105.972652883575,53.8026367411292,0,0,7
9105,2015-04-17 20:00:00,2,175.52904096094,395.32633007104,101.628410758582,45.5714192131242,0,0,7
9106,2015-04-17 21:00:00,2,188.501062995904,374.508259348091,90.1673940847985,49.3395409386299,0,0,7
9107,2015-04-17 22:00:00,2,176.442397833903,346.612145982307,93.308567727888,44.6087868432642,0,0,7
9108,2015-04-17 23:00:00,2,172.806294672397,382.606347787499,82.843930990708,49.7582582094602,0,0,7
9109,2015-04-18 00:00:00,2,142.851804833288,355.384547794615,120.405373177183,57.5111517007487,0,0,7
9110,2015-04-18 01:00:00,2,159.667471268982,293.039842069579,89.3529592641903,48.255958780968,0,0,7
9111,2015-04-18 02:00:00,2,179.144044149431,316.227036833636,114.325018263841,58.5380687547836,0,0,7
9112,2015-04-18 03:00:00,2,162.002620908254,348.073570793638,107.074526328552,47.8217545183887,0,0,7
9113,2015-04-18 04:00:00,2,159.430716065033,407.201281942288,93.3065201181107,49.4326625567473,2,1,7
13210,2015-01-06 03:00:00,3,177.190933027493,323.799105124181,97.0985878366271,36.3654115338943,0,0,8
13211,2015-01-06 04:00:00,3,175.249464515812,400.220782583323,90.3555049807096,44.8319134845311,0,0,8
13212,2015-01-06 05:00:00,3,156.255413783284,382.553870979786,105.045707195173,39.828801750272,0,0,8
13213,2015-01-06 06:00:00,3,168.014028979188,401.455845819299,95.1577279940783,38.6812251806034,0,0,8
13214,2015-01-06 07:00:00,3,179.525420467255,452.44948157677,85.6121496808978,46.9531737545135,0,0,8
13215,2015-01-06 08:00:00,3,162.12966037237,451.034552353133,101.694270390413,38.3227644458353,0,0,8
13216,2015-01-06 09:00:00,3,169.773520201758,445.504760651153,87.6051432760295,42.1470091354448,0,0,8
13217,2015-01-06 10:00:00,3,169.124272772508,405.579559124525,117.17786920995,33.7510538621595,0,0,8
13218,2015-01-06 11:00:00,3,170.21295388218,325.086181734208,83.3676583380926,37.8790260274448,0,0,8
13219,2015-01-06 12:00:00,3,186.225221012105,429.026867124339,110.456828860388,36.9940318066862,0,0,8
13220,2015-01-06 13:00:00,3,169.998417787002,406.763738077459,111.028496839988,33.1788958551584,0,0,8
13221,2015-01-06 14:00:00,3,184.057679669252,433.56012656501,106.005856348675,33.1584064345184,0,0,8
13222,2015-01-06 15:00:00,3,159.82726848321,421.489941332765,97.0637581104646,40.2498442308786,0,0,8
13223,2015-01-06 16:00:00,3,187.018459988132,425.669493046972,101.418413489285,36.1228751908826,0,0,8
13224,2015-01-06 17:00:00,3,190.12921153149,339.728956141795,115.779547934766,40.1049994009,0,0,8
13225,2015-01-06 18:00:00,3,151.899504195506,406.929666417181,96.4026859715578,52.776580393803,0,0,8
13226,2015-01-06 19:00:00,3,159.511052560494,370.478806491033,94.5062151972892,42.6519749996965,0,0,8
13227,2015-01-06 20:00:00,3,182.487463180923,429.63450180355,85.4571120458137,40.538932588349,0,0,8
13228,2015-01-06 21:00:00,3,162.384804231361,409.947207269515,102.99765955371,41.4745604146509,0,0,8
13229,2015-01-06 22:00:00,3,165.477867041394,338.250195160768,113.091643176918,41.5392807495927,0,0,8
13230,2015-01-06 23:00:00,3,150.493747862524,357.606849988654,120.64572740269,35.6258071259516,0,0,8
13231,2015-01-07 00:00:00,3,192.784172547546,395.44333780594,97.572083325959,35.8165524868288,0,0,8
13232,2015-01-07 01:00:00,3,147.604633517791,384.456480233937,104.681392428214,33.6553804554379,0,0,8
13233,2015-01-07 02:00:00,3,180.943679344679,444.841112195387,91.5708835713033,34.2152853085101,0,0,8
13234,2015-01-07 03:00:00,3,156.309792050018,372.169108559344,100.428138645669,40.6198127838581,2,1,8
13928,2015-02-05 01:00:00,3,191.903870054439,496.152660442043,95.9968659365856,39.544854107945,0,0,9
13929,2015-02-05 02:00:00,3,190.713859488137,555.811140209804,97.3597251405118,42.4026329374167,0,0,9
13930,2015-02-05 03:00:00,3,171.427607678526,482.103498726285,104.196680656674,34.0689985738518,0,0,9
13931,2015-02-05 04:00:00,3,179.05890324428,449.44675691729,93.1956035012541,36.7644123574836,0,0,9
13932,2015-02-05 05:00:00,3,185.440995198408,466.356816172405,97.2341495778584,45.5462200860134,0,0,9
13933,2015-02-05 06:00:00,3,164.649288484929,508.628790780968,104.257978962539,38.6246864414711,0,0,9
13934,2015-02-05 07:00:00,3,177.500312317991,420.668130239788,88.4635465014725,45.7277676270943,0,0,9
13935,2015-02-05 08:00:00,3,188.452324003241,412.376296390104,91.5053013811821,37.7704910483495,0,0,9
13936,2015-02-05 09:00:00,3,208.154412594012,445.423856265437,91.8520225517508,40.095160736249,0,0,9
13937,2015-02-05 10:00:00,3,193.575663314122,478.092836768058,90.7379655631463,37.585749490344,0,0,9
13938,2015-02-05 11:00:00,3,184.018203722297,511.038546064991,109.54478429872,42.907307165952,0,0,9
13939,2015-02-05 12:00:00,3,176.177257126242,372.403513421492,100.700117850452,43.7023484949131,0,0,9
13940,2015-02-05 13:00:00,3,202.906632444159,455.396999423162,100.154644815553,46.2308661948061,0,0,9
13941,2015-02-05 14:00:00,3,182.613228387407,474.545869588477,102.741469039955,42.5585132912035,0,0,9
13942,2015-02-05 15:00:00,3,200.575163592388,527.438745184634,103.799644031754,39.178359094084,0,0,9
13943,2015-02-05 16:00:00,3,181.068147503988,468.684442425338,91.5428733495589,40.4354100971468,0,0,9
13944,2015-02-05 17:00:00,3,183.265063968239,461.765548167384,120.000440105667,42.487108172118,0,0,9
13945,2015-02-05 18:00:00,3,190.471795912063,359.025928466991,105.818222386016,43.1663248992867,0,0,9
13946,2015-02-05 19:00:00,3,204.423608249378,506.833494815958,99.7287851777755,45.4819906697206,0,0,9
13947,2015-02-05 20:00:00,3,207.932674989284,437.767995066568,107.564734153071,37.9833385795782,0,0,9
13948,2015-02-05 21:00:00,3,202.975883141423,420.905034347958,107.465956167885,36.4081436258766,0,0,9
13949,2015-02-05 22:00:00,3,157.71110767486,469.293209613457,107.392807439026,45.6707314819672,0,0,9
13950,2015-02-05 23:00:00,3,216.680584776721,386.959906405272,85.4457349933183,45.0598221156144,0,0,9
13951,2015-02-06 00:00:00,3,200.592929952629,521.203275781666,97.2127476950173,46.2909205145792,0,0,9
13952,2015-02-06 01:00:00,3,219.112569139082,365.373345757511,94.4745147242586,30.8491059603056,1,1,9
17890,2015-07-20 03:00:00,3,163.995082911719,443.029539182989,80.3425400870671,45.3184851987571,0,0,10
17891,2015-07-20 04:00:00,3,190.88719937557,424.810081581975,95.7002024921647,41.6820433609619,0,0,10
17892,2015-07-20 05:00:00,3,161.580254970848,450.822279045413,97.7262193806727,40.9616243714076,0,0,10
17893,2015-07-20 06:00:00,3,178.007379215481,425.750863989541,99.2371622273229,41.1152555565801,0,0,10
17894,2015-07-20 07:00:00,3,188.338192172951,282.87758426597,111.819262847804,36.1211441098776,0,0,10
17895,2015-07-20 08:00:00,3,175.396895977906,442.87524079167,105.125868291784,36.5152971716034,0,0,10
17896,2015-07-20 09:00:00,3,190.446719014567,417.512066479923,102.319684197423,31.4109118622796,0,0,10
17897,2015-07-20 10:00:00,3,168.838223195713,447.53753810681,81.9855783036183,43.8672131784768,0,0,10
17898,2015-07-20 11:00:00,3,173.194007168739,430.283992392898,100.217538507199,39.7260618870279,0,0,10
17899,2015-07-20 12:00:00,3,183.664555377548,447.537920329684,106.548689443122,38.7394462212823,0,0,10
17900,2015-07-20 13:00:00,3,186.210489788101,350.697796043948,100.672967008753,41.3935501137808,0,0,10
