x,y,z
291.606474144573,215.861386589333,a
297.7202906727159,217.17435373542145,a
359.8118571206982,206.39299314949642,a
300.3987670280201,213.6400869106049,a
336.16655930147317,249.04108221511711,a
315.2685744077422,256.5878755717477,a
347.5759348041668,235.7848282885697,a
301.60112934231245,312.00798998855055,a
285.8139669658715,254.68062952077213,a
313.75014922912993,240.81488933083438,a
374.15668641815955,244.0593182732887,a
359.70374754104637,267.27301957399106,a
334.65362948234434,334.2466374765278,a
353.05476107151924,283.0354906841414,a
357.0075814324341,265.8933588712591,a
362.0469133684815,284.0028403530455,a
362.75004025753054,298.9479959034641,a
390.08479562452123,292.8403301459625,a
344.05695700153024,322.7352694677865,a
395.31860956383457,259.0810254593631,a
362.4867976383194,311.6585613947427,a
460.30874436228424,345.11945247417043,a
416.92323422803423,317.0348658320552,a
436.7307889300939,322.79241411208045,a
441.9930170932064,309.039353942878,a
405.69258761533996,304.9438681285652,a
428.26886539370014,337.89231436756654,a
446.9582467723023,350.45920349313417,a
489.272426782653,300.8370791987562,a
468.64460555911904,370.270871515723,a
452.83730909821253,354.8692711786234,a
477.62043432453277,329.0464261204099,a
480.0771533717088,326.9515019513308,a
466.8284018445259,353.6039345654217,a
475.99755778400777,362.87458785637625,a
470.0109739102403,367.4234191579627,a
489.5227910538681,352.8590844733937,a
476.9167614526369,330.73580965386486,a
522.3604649251081,306.0190128951519,a
523.0539227177381,370.5617442742404,a
519.4748026770029,388.3970234192168,a
469.9003440299379,358.97806953652577,a
460.39731534950056,346.65048843483726,a
505.1023279022642,353.53160200455875,a
532.6041265586565,346.7963792150296,a
529.6830180847121,353.4609551407736,a
541.2015220590173,351.4091899080976,a
546.7700405727388,343.70253983517375,a
517.4681502087954,397.7299117005299,a
534.3050493059079,406.73414909053156,a
579.784507096211,403.0031160271956,a
540.2160862775384,397.72612122966825,a
547.0515079115459,390.7516577144671,a
536.3030937607996,374.78009359502676,a
550.1974773953408,401.31346501363396,a
533.8896937943658,344.9699165571215,a
571.1883547616434,394.32595757547773,a
571.1225261847118,399.35124740374437,a
600.7338824068619,381.4723212313944,a
533.1212664868664,401.7235482280326,a
539.434519759647,406.41841438742716,a
564.2279963010526,344.7143278749353,a
534.6777762470878,385.5960930682377,a
563.1916144066665,393.2647576775397,a
587.7288196568019,376.54051458316536,a
598.9737980018017,406.8158847319052,a
614.6856080232632,339.66314210798816,a
634.1721562896203,434.4674252880168,a
591.6349776769202,414.6620436897113,a
602.4091762867998,415.1780659830064,a
617.9232715062792,418.78326003705666,a
659.8670504752478,406.9917545657319,a
647.3170482066716,450.7391847042702,a
615.9665474775564,428.9467088139164,a
620.8912563357685,442.9336779804054,a
660.0724807084831,434.9360342797758,a
654.8280663030866,374.78361037270935,a
603.276501605536,463.0304738885111,a
589.966165278114,457.63843174324575,a
656.8448683890884,456.18318292147865,a
650.0962785140734,484.12538871698155,a
675.0008356637567,410.03218572692225,a
683.12979974085,441.2131417440911,a
633.7630806521805,454.11995085712783,a
678.8185818240554,482.43348647013295,a
641.1180922835414,476.2066072868935,a
626.235540443128,487.6596679882498,a
675.2804940908185,496.4718100238921,a
680.9992797566894,466.01459988452535,a
663.5242789703408,465.23897709619257,a
694.3579397949258,420.36442215655666,a
674.3018960002689,427.73280426237216,a
701.8177301800868,437.12299471651,a
674.1247813177628,472.9713660371945,a
665.3959815637736,454.95388906360563,a
690.4636252304468,457.3591220641764,a
639.173265633744,415.5291466383527,a
631.7967125515464,454.2171617352117,a
668.936177220117,389.61981863157115,a
639.443267545923,375.51943088138523,a
611.6766253355994,405.99848164082863,a
578.447090155506,370.8075597543517,a
575.5319443109616,399.3911153312443,a
611.6136810579699,389.6572288395128,a
511.6809504994643,397.87562856001466,a
587.7030311363432,401.3224047190701,a
524.8580309642115,384.91743422157623,a
561.0799458507028,351.58057503025566,a
545.4167735510938,332.173898175582,a
578.1460461074207,368.6043646903519,a
532.269730116517,342.5108031788078,a
564.0802968953644,334.877689157105,a
511.36559214894174,363.4867804996293,a
523.0094855995839,363.8136383169629,a
473.90634429834904,337.18790844036704,a
500.33805877589435,316.1230014753978,a
498.44004392604063,282.3483618064198,a
528.8786621995732,296.0270228419452,a
512.1822717414884,255.1730886027197,a
493.1288568132962,266.2245115553394,a
502.82035499295597,277.6721158773777,a
470.1112951044074,290.55148725815354,a
447.1431686597456,288.05640169842354,a
461.1917903360398,296.15600177364956,a
462.51258294297344,279.0121771401563,a
454.1286686554728,251.183599100133,a
456.2620256643207,314.1972108318315,a
440.6590134842812,241.52175809459698,a
457.87787391755666,284.7483913052941,a
430.31898681430164,275.53938995693204,a
430.18269815101553,305.2028132555015,a
369.57993073932425,288.849806216854,a
361.90674557234433,256.7678067871696,a
369.4385427769959,182.5669801348992,a
342.3438019912957,263.18740922423444,a
283.9047950487594,229.16967574968982,a
324.545868179254,227.97611044211288,a
285.6062128619426,208.9999890450934,a
286.17994899055833,222.3642259520201,a
283.57380471317526,199.1562942007924,a
298.3609200867535,190.42066856085842,a
233.3905697555256,213.7911276363659,a
235.6877614388895,203.8849935801976,a
182.14830353787272,172.39901766486628,a
218.55390925202897,228.01817651825502,a
200.46649772391982,184.97391784485416,a
277.038121498843,253.79475766799027,a
193.66442459854846,157.1457798225452,a
193.74728497978342,203.9506976425791,a
197.0382291299021,153.31262407161876,a
211.12983955566975,174.78947134727883,a
200.64927416748301,175.10772022030966,a
223.06718310268855,194.27944421550706,a
206.0227387655673,168.42110625286443,a
158.12239878826213,182.87685175874748,a
191.9939954758842,170.1694698067409,a
150.12097184710507,174.41994450803418,a
120.09920128426677,102.55346984066836,a
118.90907643390314,142.95651554908932,a
106.43891734407131,129.73001649191923,a
108.05354829170062,105.32904546784772,a
113.15511345736715,93.26319809813123,a
84.64304853342902,101.16345655746744,a
116.4561594928906,147.8132814208371,a
108.75199614744085,73.74546928954129,a
84.49388267475356,72.10298056466996,a
111.48413576425334,143.33258457836638,a
98.6813117365018,107.73728574067036,a
94.88416292964648,96.61402168328476,a
67.1383105239999,98.71006177064726,a
111.96210459289615,104.40335570297134,a
115.45131213381183,110.77048241738947,a
112.86617123510095,78.88642520452271,a
58.609266251205085,101.68573250257094,a
96.01225398627042,146.97200391225755,a
122.99969677447577,100.84635251430876,a
50.128773617724164,65.72056925448788,a
55.51972017334364,76.98342772542844,a
117.27647246015749,89.42672671738876,a
87.97157977362122,60.7618887467745,a
94.41303585311807,66.74645859669698,a
62.397013699140935,84.7257836277737,a
32.78812816509506,61.618700458401236,a
53.88889121136481,94.69104899024353,a
112.26227286106482,80.23379510717558,a
38.56965199585565,56.109446513911166,a
82.79763271636753,74.63086224541541,a
41.60016558720708,103.24897218900134,a
94.5167125649041,45.158509984111674,a
59.00527174283843,55.158889318893046,a
59.84807371419838,46.13751579830591,a
65.45484255568365,56.049062519508595,a
46.03815006395666,26.759122915985415,a
47.22061974661224,67.1867003613255,a
47.00118115899848,54.23898800357392,a
53.68600032834449,61.46257141753637,a
73.72795984000041,81.72477280010912,a
48.535090389571764,89.76447216458519,a
64.29184326261172,72.35577485285387,a
49.32161978044131,23.17695003956237,a
35.80199927870321,105.56125225822245,a
65.69880121836965,-3.2490293793590013,a
107.44405044929474,52.54568648181015,a
81.33932828409266,112.39341120125414,a
97.59255900096863,60.77601510672605,a
91.14474874633596,73.71056162427988,a
73.95546246747574,101.55545537319904,a
136.10767827195411,81.41516943998568,a
55.34599021997779,79.61656586320566,a
60.39236815516506,41.837065655693664,a
81.44854233631897,36.39403651161956,a
97.21373607060673,61.43989330044337,a
137.564248267889,113.28288810124462,a
134.97825363648272,118.19657409473211,a
105.32835930913228,119.89638521806006,a
76.52269097125844,81.98680241715306,a
121.74007275300544,75.99302529763997,a
138.0715240933113,83.49923219797972,a
100.23814446921497,105.27586598280567,a
182.06162629711497,110.3267956049637,a
149.4593005645258,134.91653712672974,a
180.2767263758484,91.2754878643155,a
160.62629056571993,68.0245923101752,a
193.67266558693947,141.43780206286362,a
175.84308999542517,112.21211965387846,a
214.18080384443454,185.5775743492959,a
203.96227801165887,101.63280299727745,a
237.30168303738813,109.11158308570441,a
254.68105635354308,119.52598960850963,a
220.14172555166485,139.11742652536088,a
238.67673104508432,104.50142752934511,a
275.11773292716833,167.8215117181095,a
259.7029030193955,167.45046676635218,a
289.4797674062276,184.4376197799071,a
295.0122125258308,188.66687231502152,a
298.06538395497944,182.32873494005736,a
306.10919195975544,186.01989633359346,a
354.6110726595041,199.6219682213959,a
320.4225273191572,208.71502285055033,a
325.7415119997561,222.59866662249084,a
379.2255751123291,197.8859910102434,a
358.8010724680265,197.8388107143382,a
378.25496708917365,173.67660072139915,a
362.66577916240163,205.56487843070886,a
352.1136691717025,204.56454689473304,a
382.83643082505523,261.0540402861393,a
380.0316481848481,189.53602632302886,a
406.0775219798572,208.19674326132122,a
361.4663217798018,212.45247305776485,a
399.4674563181657,237.6920432839703,a
444.5127602686464,210.90700202291185,a
463.93409566035785,241.8087537144649,a
478.78754893084533,276.43202441943197,a
486.1700971766424,256.5985921580602,a
446.06726500597387,251.51163863343746,a
524.5236059901235,283.3105815608337,a
484.8118182029647,277.24515325994935,a
450.362134604989,305.63096217428347,a
501.27089549795704,283.8768043802078,a
518.3928367518045,265.41638266771156,a
576.7277350241623,302.2133013509742,a
540.1328032636555,255.91309041983135,a
567.7926198134171,345.0034787240838,a
583.0997713322122,354.8292009012807,a
557.292764613832,368.54571311385666,a
542.1160335929578,330.9257169608342,a
531.4429441386895,382.3381633426054,a
626.2985282739786,388.89290462709494,a
612.120928607477,386.2988375327561,a
612.8174483227014,439.24577385195806,a
555.2873825814853,323.72887343284737,a
582.9307860233328,364.9035065457186,a
623.5708384037052,335.6087194994112,a
661.1058841177543,413.0512917284807,a
567.2038697133152,364.7275162911476,a
662.1943086566275,404.2759194472186,a
631.4398268088904,446.6488893519344,a
610.6199607378576,404.38865612737214,a
656.3424771657469,423.1340612530772,a
660.2711430959142,395.4970677487164,a
617.3003720479171,396.44679656380106,a
666.3617802228173,397.23810124458987,a
665.9874386023216,420.94948310814084,a
681.838634044818,397.69447196666044,a
673.1680689082307,414.74775581935273,a
676.3696661895369,384.5138116598247,a
703.9942277511851,424.3315370207152,a
710.5698544622978,442.1089497453349,a
667.5338435737855,436.9169079050175,a
649.1745661928736,446.36211386295736,a
629.9946968091904,399.51036021339104,a
649.4647895726722,456.90979467658775,a
656.7594279126233,468.5380239109673,a
658.0236567305061,403.69512691490564,a
682.8742334925003,442.5826041835261,a
714.746667928498,443.5303447806365,a
664.6415079784553,429.6546161206458,a
691.5738311846811,466.69759219771026,a
673.800278002979,449.1293022738959,a
684.0535412874782,487.5430449292468,a
665.769106627801,459.20214636123507,a
666.6035404340246,480.5213800081397,a
656.0725280666751,394.1063764626456,a
